fqn,global_combat_id,name,icon,attack_type,ablGlobalCooldownTime,mirror_fqn,exclusive_to_spec,is_interrupt,grants_absorb,its_revive,ignore_alacrity,is_passive,is_dcd,dcd_candidate
abl.placeables.containers.open_low_short,811405221560320,Opening,backpack,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.containers.open_mid_long,811409516527616,Opening,backpack,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.containers.open_mid_medium,811413811494912,Opening,backpack,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.containers.open_mid_short,811418106462208,Opening,backpack,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.containers.recover_medium,811422401429504,Recovering,medicalcrate,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.containers.use_recover_medium,811426696396800,Recovering,medicalcrate,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.converse.talk_flirt_long,811357976920064,Flirting,xpbonus,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.converse.talk_flirt_medium,811362271887360,Flirting,xpbonus,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.converse.talk_flirt_short,811366566854656,Flirting,xpbonus,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.converse.talk_normal_long,811370861821952,Talking,xpbonus,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.converse.talk_normal_medium,811375156789248,Talking,xpbonus,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.converse.talk_normal_short,811379451756544,Talking,xpbonus,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.daily_area.ambient.part04.astromech_examine,3557461281734656,Examining...,astrodroidhead,None,,,,False,False,False,True,False,False,False
abl.placeables.daily_area.ambient.part04.astromech_unlock_codex,3557504231407616,Installing Log File...,pazaakcard1,None,,,,False,False,False,True,False,False,False
abl.placeables.daily_area.ord_mantell.basilisk_prototype.attune_disruptor,4763634127339520,Attuning...,advanced_augment_gen,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.daily_area.ord_mantell.basilisk_prototype.curator_relic_destroy,4760932592910336,Having intrusive thoughts...,bloodthirst,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.daily_area.ord_mantell.basilisk_prototype.hk_chassis_interrupt_check,,,droideye,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.daily_area.ord_mantell.basilisk_prototype.hk_chassis_remove_core,4762616220090368,Removing Memory Core...,droideye,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.daily_area.ord_mantell.basilisk_prototype.ignite_trash,4762865328193536,Igniting...,oilslick,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.daily_area.ord_mantell.story.imperial.quest_1.listening_sphere,4755306185752576,Listening in...,humanear,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.daily_area.ord_mantell.story.imperial.quest_1.sis_device,4724214917496832,Attaching Listening Device...,disabledpowercell,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.daily_area.ord_mantell.story.republic.quest_1.datapad,4765107301122048,Examining Datapad...,republicdatapad,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.daily_area.ord_mantell.story.republic.quest_1.wall_computer,4765137365893120,Examining Data...,contract,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.daily_area.ord_mantell.story.republic.quest_2.emergency_system_override,4756882438750208,Overriding...,datapad,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.daily_area.ord_mantell.story.republic.quest_4.ground_sensor,4757810151686144,Reducing Sensor Gain...,security,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.daily_area.ord_mantell.world.shared.daily_missions.daily_hunt.boss_2_plc,4766288417128448,Attacking...,desperatecommand,None,,,,False,False,False,True,False,False,False
abl.placeables.daily_area.ord_mantell.world.shared.treasure_hunt.mission_1.mission_1a.use_fabricator,4760082189385728,Fabricating...,copperdatadisk,None,-1.0,,,False,False,False,False,False,False,False
abl.placeables.daily_area.ord_mantell.world.shared.treasure_hunt.mission_1.mission_1c.rocket_launcher,4728681683484672,Attacking...,explosiveprobe,None,,,,False,False,False,True,False,False,False
abl.placeables.daily_area.ord_mantell.world.shared.treasure_hunt.mission_3.calibrate_tools,4732212146601984,Calibrating Tools...,copperdatadisk,None,-1.0,,,False,False,False,False,False,False,False
abl.placeables.daily_area.ord_mantell.world.shared.treasure_hunt.mission_5.repair_gonk,4759953340366848,Repairing Test Subject...,copperdatadisk,None,-1.0,,,False,False,False,False,False,False,False
abl.placeables.daily_area.ossus.daily.shared.rubble_digging,4218263475060736,,shovel,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.daily_area.ruhnuk.world.shared.daily_missions.daily_mbn_scans.analyze_scans,4661370956021760,Analyzing Scan Data...,,None,-1.0,,,False,False,False,False,False,False,False
abl.placeables.daily_area.ruhnuk.world.shared.mando_relics.mission_1.dig_rubble,4650045127262208,,shovel,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.daily_area.ruhnuk.world.shared.mando_relics.mission_2.query_terminal,4656732391342080,Analyzing Post-Mortem Data...,copperdatadisk,None,-1.0,,,False,False,False,False,False,False,False
abl.placeables.daily_area.ruhnuk.world.shared.mando_relics.mission_3.loot_lambro,4666795499716608,Looting,datapad,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.daily_area.ziost.world.dead_center.repair_speeder,3622517151367168,Repairing,toolgun,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.daily_area.ziost.world.dead_pulse.repair_speeder,3567077713510400,Repairing,toolgun,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.daily_area.ziost.world.escape_route.loot_droid_crate,3535956380483584,Looting,,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.daily_area.ziost.world.escape_route.use_target,3536037984862208,Using Instant,datapad,None,,,,False,False,False,True,False,False,False
abl.placeables.daily_area.ziost.world.eyes_into_the_past.scan_decorations,3555584381026304,Survey Scanning...,tacticalmap,None,,,,False,False,False,True,False,False,False
abl.placeables.daily_area.ziost.world.eyes_into_the_past.scan_obelisk,3555764769652736,Survey Scanning...,tacticalmap,None,,,,False,False,False,True,False,False,False
abl.placeables.daily_area.ziost.world.eyes_into_the_past.scan_pottery,3555786244489216,Survey Scanning...,tacticalmap,None,,,,False,False,False,True,False,False,False
abl.placeables.daily_area.ziost.world.eyes_into_the_past.scan_statue,3555777654554624,Survey Scanning...,tacticalmap,None,,,,False,False,False,True,False,False,False
abl.placeables.daily_area.ziost.world.eyes_into_the_past.scan_writing,3555799129391104,Survey Scanning...,tacticalmap,None,,,,False,False,False,True,False,False,False
abl.placeables.daily_area.ziost.world.eyes_into_the_past.use_holoprojector,3556366065074176,Uploading Reconstruction Algorithms...,tacticalmap,None,,,,False,False,False,True,False,False,False
abl.placeables.decrypt.decrypt_10s_mid,4123172899127296,Decrypting...,genericdatadisc,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.decrypt.decrypt_10s_mid_drainage_room,4126016167477248,Decrypting...,genericdatadisc,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.deploy.deploy_generic,3643188828962816,Deploying...,probedroid,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.destroy.attack_set_1_ae_agro_25m,948169865166848,Attacking...,desperatecommand,None,,,,False,False,False,True,False,False,False
abl.placeables.destroy.attack_set_1_ae_agro_25m_clone,948238584643584,attack_set_1_ae_agro_25m_clone,desperatecommand,None,,,,False,False,False,True,False,False,False
abl.placeables.destroy.attack_set_1_ae_agro_50m,3262985439019008,Attacking...,desperatecommand,None,,,,False,False,False,True,False,False,False
abl.placeables.destroy.attack_set_1_explosives,998833299390464,Attacking...,desperatecommand,None,,,,False,False,False,True,False,False,False
abl.placeables.destroy.attack_set_1_explosives_no_flash,998846184292352,Attacking...,desperatecommand,None,,,,False,False,False,True,False,False,False
abl.placeables.destroy.attack_set_1_explosives_no_screenshake,4723351629070336,Attacking...,desperatecommand,None,,,,False,False,False,True,False,False,False
abl.placeables.destroy.attack_set_1_no_combat,2039564004753408,Attacking...,desperatecommand,None,,,,False,False,False,True,False,False,False
abl.placeables.destroy.attack_set_ranged,,,desperatecommand,None,,,,False,False,False,True,False,False,False
abl.placeables.destroy.attack_set_sync,1779619699097600,Attacking...,desperatecommand,None,,,,False,False,False,True,False,False,False
abl.placeables.destroy.bounty_hunter_flamethrower,978986255515648,Bounty Hunter Flamethrower,flamethrower,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.destroy.destroy_beast_egg_aggro,811345092018176,Destroying...,riflegrenade,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.destroy.kick_low,811349386985472,Destroying,quickkick,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.destroy.kick_low_fast,1767610970537984,Destroying,quickkick,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.destroy.kick_low_instant,3479477560541184,Destroying,quickkick,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.destroy.kick_low_ooc,4054650990886912,Destroying,quickkick,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.destroy.kick_mid,2290299900526592,Destroying,quickkick,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.destroy.missile_launcher,2211693409075200,Attacking...,explosiveprobe,None,,,,False,False,False,True,False,False,False
abl.placeables.destroy.self_destruct_high_medium,1962396327346176,Activating Self-Destruct...,accesscardcolorvariant2,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.destroy.typing_mid_medium,1702739784499200,Destroying...,accesscardcolorvariant2,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.destroy.typing_self_destruct,1962306133032960,Activating Self-Destruct Sequence...,accesscardcolorvariant2,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.destroy.universal_melee_attack_light,3062861437861888,Attacking,desperatecommand,None,,,,False,False,False,True,False,False,False
abl.placeables.destroy.universal_ranged_attack_heavy,3062517840478208,Attacking,desperatecommand,None,,,,False,False,False,True,False,False,False
abl.placeables.destroy.universal_ranged_attack_heavy_ooc,3340045742243840,Attacking,desperatecommand,None,,,,False,False,False,True,False,False,False
abl.placeables.destroy.universal_ranged_attack_heavy_ooc_short,3357341575544832,Attacking,desperatecommand,None,,,,False,False,False,True,False,False,False
abl.placeables.destroy.universal_ranged_attack_light,3061955199762432,Attacking,desperatecommand,None,,,,False,False,False,True,False,False,False
abl.placeables.destroy.universal_ranged_attack_light_ooc,4037857668759552,Attacking,desperatecommand,None,,,,False,False,False,True,False,False,False
abl.placeables.destruction.using_destruction_instant,996569851625472,,explosiveprobe,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.dig.dig_pickaxe_low,2843255465050112,Dig,shovel,None,-1.0,,,False,False,False,False,False,False,False
abl.placeables.dig.dig_shovel_medium,961071946924032,,shovel,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.dig.dig_shovel_medium_audio,4246842187448320,,shovel,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.dig.loot_dig_pickaxe_low,4837821097443328,Dig,shovel,None,-1.0,,,False,False,False,False,False,False,False
abl.placeables.dig.loot_dig_shovel_medium,3187325295132672,Digging...,shovel,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.disable.disable_low_medium,1979516066988032,Disabling,datapad,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.disable.scan_mid_to_high_default,1798813907943424,Disabling,remotecontrol,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.disarm.arm_mid_medium,2961770792615936,Arming,basicgrenade,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.disarm.disarm_high_medium,4737009625071616,,accesscardcolorvariant2,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.disarm.disarm_low_medium,811336502083584,Disarming,accesscardcolorvariant2,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.disarm.disarm_mid_medium,838588069576704,Disarming,accesscardcolorvariant2,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.disarm.disarm_mid_medium_no_jump,1220805799182336,Disarming,accesscardcolorvariant2,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.disarm.disarm_waist_level_fast,3839662107918336,,accesscardcolorvariant2,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.disarm.disarm_waist_level_medium,875043751985152,,accesscardcolorvariant2,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.download.decrypt_mid_default,960105579282432,Decrypting...,copperdatadisk,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.download.download_mid_default,811327912148992,Downloading...,copperdatadisk,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.download.download_mid_default_ooc,4222781780656128,Downloading...,copperdatadisk,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.download.download_typing_mid_default_ooc,4804401956913152,Downloading...,copperdatadisk,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.download.loot_decrypt_mid_default,960101284315136,Decrypting...,copperdatadisk,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.download.loot_download_mid_default,811332207116288,Downloading...,copperdatadisk,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.download.retrieving_data_mid_long,972475085094912,Retrieving Data...,copperdatadisk,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.download.upload_typing_mid_default_ooc,4804406251880448,Uploading...,copperdatadisk,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.coruscant.black_sun_territory.black_sun_battle.destroy_cache,4871111388954624,Destroying Cache,desperatecommand,None,0.10000000149011612,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.coruscant.black_sun_territory.black_sun_boss_chain.open_smuggling_compartment,4894772363788288,Entering Keycards...,remotecontrol,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.coruscant.black_sun_territory.blot_out_the_sun.clean_graffiti,4890013540024320,Cleaning Graffiti,healing,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.coruscant.justicar_territory.press_gang.destroy_sniper_nest,4872438533849088,Destroying Platform,desperatecommand,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.coruscant.senate_plaza.senate_celebration_3.use_hiding_spot,4870140726345728,Establishing Connection,lazetarget,None,,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.coruscant.senate_plaza.senate_celebration_3.use_vandalism_spot,4894463126142976,Vandalize...,datapad,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.coruscant.senate_plaza.theyre_listening.search_plant,4891740116877312,Searching...,remotecontrol,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.coruscant.senate_plaza.under_staffed.clear_drink,4898410201088000,Clearing Drink,small_unmarkedcrate,None,,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.coruscant.senate_plaza.under_staffed.get_coffee,4898234107428864,Pour Caf,mug,None,,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.coruscant.senate_plaza.under_staffed.mix_drink,4888836718985216,Mixing Drink,complexaccesscard,None,,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.coruscant.senate_plaza.under_staffed.pick_up_tray,4898496100433920,Picking Up Tray,fumingdrink,None,,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.coruscant.senate_plaza.under_staffed.place_drink,4888823834083328,Placing Drink,complexaccesscard,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.coruscant.senate_plaza.under_staffed.place_drink_tutorial,4889485259046912,Placing Drink,complexaccesscard,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.dantooine.biome_crossovers.collect_sample,4930197254045696,Collecting Sample...,small_unmarkedcrate,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.dantooine.caves_biome.level_1.caustic_cascade.closing_tank,4915456926285824,Closing tank,Assassin_Open_Hand_6_0_blue,None,-1.0,,,False,False,False,False,False,False,False
abl.placeables.dynamic_events.dantooine.caves_biome.level_2.hot_spots.scan_vent,4912579298197504,Taking Readings...,toolgun,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.dantooine.caves_biome.level_3.under_pressure.construct_cap,4922058291019776,Constructing Magma Cap...,toolgun,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.dantooine.caves_biome.level_3.under_pressure.hanging_base,4922049701085184,Releasing Mag-Lock...,toolgun,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.dantooine.caves_biome.level_3.under_pressure.pipe_segment,4922045406117888,Disengaging Link...,toolgun,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.dantooine.caves_biome.level_3.under_pressure.pressure_cap,4922041111150592,Emergency Pressure Release...,toolgun,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.dantooine.caves_biome.level_3.under_pressure.pressure_regulator,4920713966256128,Adjusting Pressure...,toolgun,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.dantooine.caves_biome.level_3.under_pressure.use_mouse_console,4941596097249280,Push Buttons Mid Instant,complexaccesscard,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.dantooine.caves_biome.transition_event_1.core_overload.activate_coolant,4910590728339456,Releasing Coolant,harness1,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.dantooine.caves_biome.transition_event_1.core_overload.activate_refill,4943468702990336,Activating,remotecontrol,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.dantooine.caves_biome.transition_event_1.core_overload.activate_regulator,4910595023306752,Activating Thermal Regulator,datapad,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.dantooine.snow_biome.level_1.iceweeds.clear_iceweeds,4913910738059264,Clearing Iceweeds,flamethrower,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.dantooine.snow_biome.level_2.frostcaller.upload_data,4911484081537024,Uploading Data,remotecontrol,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.dantooine.snow_biome.level_2.hollow_frost.cull_frostbulb,4908456129593344,Culling Frostbulb,flamethrower,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.dantooine.snow_biome.level_3.root_cause.plant_charge,4908537733971968,Planting Thermal Charge,thermaldetonator,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.dantooine.snow_biome.level_3.root_cause.plant_charge_rootmass,4918892900122624,Planting the Big One...,thermaldetonator,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.dantooine.snow_biome.transition_event_2.cryocore_override.deactivate_cryo,4910440404484096,Deactivating Cryo Controls,datapad,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.dantooine.utility.use_mitigation_fwd_camp,4928101310005248,Using,datapad,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.dantooine.utility.zone_buff.grab_defense,4927233726611456,Grabbing,remotecontrol,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.dantooine.utility.zone_buff.grab_defense_caves,4927323920924672,Grabbing,remotecontrol,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.dantooine.utility.zone_buff.grab_defense_snow,4927328215891968,Grabbing,remotecontrol,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.dantooine.utility.zone_buff.grab_defense_wist,4927319625957376,Grabbing,remotecontrol,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.dantooine.utility.zone_buff.grab_offense,4927238021578752,Grabbing,remotecontrol,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.dantooine.utility.zone_buff.grab_offense_caves,4927358280663040,Grabbing,remotecontrol,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.dantooine.utility.zone_buff.grab_offense_snow,4927362575630336,Grabbing,remotecontrol,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.dantooine.utility.zone_buff.grab_offense_wist,4927366870597632,Grabbing,remotecontrol,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.dantooine.wist_biome.level_1.collect_spores.open_collection_kit,4925404070543360,Acquiring Spore Collector...,forcepowder5,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.dantooine.wist_biome.level_1.collect_spores.open_collection_kit_makrin,4928573756407808,Acquiring Spore Collector...,forcepowder5,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.dantooine.wist_biome.level_1.collect_spores.open_collection_kit_yara,4928157144580096,Acquiring Spore Collector...,forcepowder5,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.dantooine.wist_biome.level_1.collect_spores.open_mutation_kit_makrin,4928822864510976,Acquiring Mutagenic Spores...,kotet_adrenal_green,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.dantooine.wist_biome.level_2.test_spores.open_testing_kit,4925545804464128,Acquiring Experimental Spores...,forcepowder5,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.dantooine.wist_biome.spore_purifiers.deploy_spore_purifier,4908417474887680,Deploying...,probedroid,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.dantooine.wist_biome.spore_purifiers.pick_up_parts_low,4908451834626048,Opening,backpack,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.dromund_kaas.dark_temple.wretch_king_1.use_obelisk,4880929684193280,Releasing Spirit...,sithholocron,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.hoth.highmount_ridge.ice_fishing.loot_fish,4847660867518464,Looting,datapad,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.hoth.highmount_ridge.snow_capped_delicacies.cook_fish,4854000239247360,Preparing Fissure Sleeper,6_0_Food_2_yellow,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.hoth.highmount_ridge.snow_capped_delicacies.loot_flower,4846943607980032,Picking Flowers,datapad,None,,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.hoth.icefall_plains.ambush.activate_portable_shield,4856023168843776,Acquiring Instant Shield...,energyshield,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.hoth.icefall_plains.ambush.activate_stealth_disruptor,4856027463811072,Acquiring Stealth Disruptor...,assaulttech,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.hoth.starship_graveyard.rodent_problem.connect_to_droid,4856018873876480,Connecting to Mouse Droid...,mousedroid,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.hoth.starship_graveyard.shelf_ice.dig_for_ice,4848610055290880,Delicate Ice Exctraction,shovel,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.hoth.starship_graveyard.the_lone_wolf_1.examine_low_mysterious_object,4840599941283840,Examining...,datapad,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.hoth.whiterock_wastes.a_bridge_too_close.detonator_explode,4844452526948352,Detonator Deterrance,,None,,,,False,False,False,False,False,False,False
abl.placeables.dynamic_events.hoth.whiterock_wastes.a_bridge_too_close.disarm_detonator,4844439642046464,Pushing Random Buttons,accesscardcolorvariant2,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.hoth.whiterock_wastes.snow_grift.dig_shovel_loot,4851088251420672,Digging For Treasure,shovel,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.hoth.whiterock_wastes.wire_you_doing_that.assemble_care_package,4842262093627392,Assemble Care Package,thermoweave,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.dynamic_events.hoth.whiterock_wastes.wire_you_doing_that.crate_kitten,4841776762322944,Tucking Kitten Away,thermoweave,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.event.bounty_hunting.kingpins.borrow,3281376488980480,Borrowing...,forceactivate,None,-1.0,,,False,False,False,False,False,False,False
abl.placeables.event.bounty_hunting.kingpins.plant,3281380783947776,Planting...,forceactivate,None,-1.0,,,False,False,False,False,False,False,False
abl.placeables.event.feast_of_prosperity.prepare_short,4428227246292992,Preparing,fruit,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.event.gree.collect_pvp.charge_pylon,3232070264422400,Charging Pylon,lightning_burst,None,-1.0,,,False,False,False,False,False,False,False
abl.placeables.event.gree.collect_pvp.gather_orbs,3232074559389696,Gathering Orbs,lightning_burst,None,-1.0,,,False,False,False,False,False,False,False
abl.placeables.event.gree.lair_boss.gree_lair_boss.problem_solving_console_use,3161744469917696,Interfacing...,,None,-1.0,,,False,False,False,False,False,False,False
abl.placeables.event.gree.lair_boss.gree_lair_boss.problem_solving_console_with_nanites,3184198558941184,Interfacing...,blackandorangesphere,None,-1.0,,,False,False,False,False,False,False,False
abl.placeables.event.gree.lair_boss.gree_lair_boss.volunteer_panel_use,3231962890240000,Volunteering...,overcome,None,-1.0,,,False,False,False,False,False,False,False
abl.placeables.event.nar_nightlife.cantina_bar.drinks_debuff,4393747248840704,Hydration,absorbtionfield,None,-1.0,,,False,False,False,False,False,False,False
abl.placeables.event.nar_nightlife.cantina_bar.on_use,4119891544113152,Enjoying Libation,stimpack,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.event.nar_nightlife.cantina_bar.on_use_randomized,4393029989302272,Taking a Drink from the Well,vialofmysteryliquid,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.event.nar_nightlife.dance_floor.on_use,4119882954178560,Won't Stop,traumapvp,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.event.nar_nightlife.mic_stand.on_use,4119887249145856,Crooning,abl_sw_ju_piercing_chill,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.event.nar_nightlife.use_slots,3410427371323392,Inserting Chip...,token_nar_slots,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.event.pirate_onslaught.event_off.republic.sabotage_serum,4248860822077440,Destroying,demolition,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.event.pirate_onslaught.override_lock,4237900065538048,Overriding Lock...,neutralhuttcrate,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.event.pirate_onslaught.power_conduit_repair,,,stimpack,None,,,,False,False,False,False,False,False,False
abl.placeables.event.pirate_onslaught.rakatan_pile,4248835052273664,,shovel,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.event.pirate_onslaught.rubble_pile,4248817872404480,,shovel,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.event.rakghoul.grappler_use_instant,3329673396224000,Using Instant,datapad,None,,,,False,False,False,True,False,False,False
abl.placeables.event.rakghoul.grappler_vault,3329681986158592,MGGS,toolgun,None,-1.0,,,False,False,False,False,False,False,False
abl.placeables.event.rakghoul.grappler_vault_casting,3329677691191296,Grappler...,grapple,None,2.4000000953674316,,,False,False,False,True,False,False,False
abl.placeables.event.rakghoul.sampling_fungal_growth,3321809311105024,Sampling Fungal Growth...,superiorgreenstimpack,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.event.spring_festival.animal_raising.call_creature,4809092061200384,Calling Creature,persuade,None,-1.0,,,False,False,False,False,False,False,False
abl.placeables.event.spring_festival.animal_raising.checking_orokeet,4808245952643072,Checking Orokeet,persuade,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.event.spring_festival.animal_raising.feed,4809920989888512,Pouring Food,6_0_Food_1_green,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.event.spring_festival.animal_raising.placing_orokeet,4808241657675776,Placing in Carrier,persuade,None,-1.0,,,False,False,False,True,False,False,False
abl.placeables.event.spring_festival.animal_raising.read_guide,4812158667849728,Reading...,book,None,-1.0,,,False,False,False,True,False,False,False
